design,signal,training_rows,validation_pairs,groups,peers,total_observations,method,level,replications,rejections,rejection_rate,ci_lower,ci_upper,target,allowance_failures,p_min,p_median,p_max,mean,signed_allowance,mean_radius
two_balanced,0,8192,512,400,64,34816,independent_bernstein,0.050000000000000003,300,0,0,0,0.012220974694293552,0,0,1,1,1,2.5894409979438426e-05,0.027732310978282021,0.0015932206227027503
two_balanced,0,8192,512,400,64,34816,independent_betting,0.001,300,0,0,0,0.012220974694293552,0,0,1,1,1,2.5894409979438426e-05,0.027732310978282021,
two_balanced,0,8192,512,400,64,34816,independent_betting,0.0050000000000000001,300,0,0,0,0.012220974694293552,0,0,1,1,1,2.5894409979438426e-05,0.027732310978282021,
two_balanced,0,8192,512,400,64,34816,independent_betting,0.01,300,0,0,0,0.012220974694293552,0,0,1,1,1,2.5894409979438426e-05,0.027732310978282021,
two_balanced,0,8192,512,400,64,34816,independent_betting,0.050000000000000003,300,0,0,0,0.012220974694293552,0,0,1,1,1,2.5894409979438426e-05,0.027732310978282021,
two_balanced,0,8192,512,400,64,34816,pooled_variance,0.001,300,0,0,0,0.012220974694293552,0,0,1,1,1,2.0069554036779793e-05,0.027732310978282021,0.001576022613629503
two_balanced,0,8192,512,400,64,34816,pooled_variance,0.0050000000000000001,300,0,0,0,0.012220974694293552,0,0,1,1,1,2.0069554036779793e-05,0.027732310978282021,0.001576022613629503
two_balanced,0,8192,512,400,64,34816,pooled_variance,0.01,300,0,0,0,0.012220974694293552,0,0,1,1,1,2.0069554036779793e-05,0.027732310978282021,0.001576022613629503
two_balanced,0,8192,512,400,64,34816,pooled_variance,0.050000000000000003,300,0,0,0,0.012220974694293552,0,0,1,1,1,2.0069554036779793e-05,0.027732310978282021,0.001576022613629503
two_balanced,0,8192,512,400,64,34816,pooled_betting,0.001,300,0,0,0,0.012220974694293552,0,0,1,1,1,2.5321081794610629e-05,0.027732310978282021,
two_balanced,0,8192,512,400,64,34816,pooled_betting,0.0050000000000000001,300,0,0,0,0.012220974694293552,0,0,1,1,1,2.5321081794610629e-05,0.027732310978282021,
two_balanced,0,8192,512,400,64,34816,pooled_betting,0.01,300,0,0,0,0.012220974694293552,0,0,1,1,1,2.5321081794610629e-05,0.027732310978282021,
two_balanced,0,8192,512,400,64,34816,pooled_betting,0.050000000000000003,300,0,0,0,0.012220974694293552,0,0,1,1,1,2.5321081794610629e-05,0.027732310978282021,
two_balanced,0,8192,8192,400,64,50176,signed_variance,0.001,300,0,0,0,0.012220974694293552,0,0,1,1,1,1.8875526753136923e-05,0.0017504841130720058,0.0015931750447616803
